Age,Condition,Date,Drug,DrugId,EaseofUse,Effectiveness,Satisfaction,Sex,Sides,UsefulCount
65-74,Other,12/30/2011,lexapro,63990,5,5,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
19-24,Repeated Episodes of Anxiety,2/23/2012,lexapro,63990,5,5,5,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
13-18,Other,2/22/2012,lexapro,63990,3,3,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
25-34,Repeated Episodes of Anxiety,2/21/2012,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",4
45-54,Repeated Episodes of Anxiety,2/21/2012,lexapro,63990,5,5,5,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",6
55-64,Depression,2/20/2012,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",29
25-34,Major Depressive Disorder,2/20/2012,lexapro,63990,5,4,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
45-54,Panic Disorder,2/18/2012,lexapro,63990,4,4,4,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
25-34,Panic Disorder,2/18/2012,lexapro,63990,2,1,1,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",3
 ,Depression,2/17/2012,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",9
35-44,Major Depressive Disorder,2/17/2012,lexapro,63990,2,2,2,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
13-18,Major Depressive Disorder,2/16/2012,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
35-44,Repeated Episodes of Anxiety,2/14/2012,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",3
25-34,Panic Disorder,2/13/2012,lexapro,63990,5,5,3,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",6
25-34,Depression,2/13/2012,lexapro,63990,5,4,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",7
55-64,Depression,02-06-2012,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",13
65-74,Major Depressive Disorder,02-06-2012,lexapro,63990,1,2,1,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
25-34,Depression,02-02-2012,lexapro,63990,3,1,1,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",6
55-64,Major Depressive Disorder,02-02-2012,lexapro,63990,3,5,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",3
13-18,Depression,02-01-2012,lexapro,63990,4,2,1,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",5
65-74,Depression,1/31/2012,lexapro,63990,5,4,3,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",5
25-34,Depression,1/31/2012,lexapro,63990,5,4,2,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",6
 ,Depression,1/30/2012,lexapro,63990,1,1,1, ,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",8
35-44,Repeated Episodes of Anxiety,1/30/2012,lexapro,63990,5,5,5,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",3
75 or over,Repeated Episodes of Anxiety,1/29/2012,lexapro,63990,4,3,3,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
55-64,"""Change of Life"" Signs",1/29/2012,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",7
25-34,Repeated Episodes of Anxiety,1/25/2012,lexapro,63990,3,4,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
35-44,Depression,1/25/2012,lexapro,63990,4,5,5,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",3
25-34,Depression,1/24/2012,lexapro,63990,5,1,1,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",16
35-44,Panic Disorder,1/23/2012,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",5
65-74,Repeated Episodes of Anxiety,1/19/2012,lexapro,63990,5,4,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
55-64,"""Change of Life"" Signs",1/19/2012,lexapro,63990,4,2,1,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
55-64,Major Depressive Disorder,1/19/2012,lexapro,63990,5,4,4,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",3
55-64,Depression,1/19/2012,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",5
55-64,Other,1/19/2012,lexapro,63990,4,4,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
45-54,Depression,1/18/2012,lexapro,63990,5,5,5,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",5
75 or over,Depression,1/18/2012,lexapro,63990,4,4,4,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",4
45-54,Depression,1/17/2012,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",7
25-34,Other,1/16/2012,lexapro,63990,4,4,2,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
35-44,Depression,1/15/2012,lexapro,63990,3,3,2,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",14
45-54,Major Depressive Disorder,1/14/2012,lexapro,63990,5,2,4,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
19-24,Major Depressive Disorder,01-12-2012,lexapro,63990,4,4,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
45-54,Depression,01-11-2012,lexapro,63990,1,1,1,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",23
55-64,Depression,01-05-2012,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",6
55-64,Other,01-04-2012,lexapro,63990,1,1,1,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
25-34,Repeated Episodes of Anxiety,01-02-2012,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",5
25-34,Depression,12/30/2011,lexapro,63990,4,4,3,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",14
35-44,Depression,12/29/2011,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",11
19-24,Major Depressive Disorder,12/28/2011,lexapro,63990,5,5,2,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",3
45-54,Other,12/27/2011,lexapro,63990,3,4,2,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
25-34,Depression,12/27/2011,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",7
55-64,Bipolar Depression,12/17/2011,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
25-34,Repeated Episodes of Anxiety,12/16/2011,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",3
45-54,Repeated Episodes of Anxiety,12/14/2011,lexapro,63990,5,3,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
25-34,Panic Disorder,12/14/2011,lexapro,63990,4,4,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
45-54,Posttraumatic Stress Syndrome,12-12-2011,lexapro,63990,4,3,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
25-34,Depression,12-10-2011,lexapro,63990,1,1,1,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",17
55-64,Repeated Episodes of Anxiety,12-09-2011,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
35-44,Depression,12-07-2011,lexapro,63990,5,4,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
55-64,Other,12-06-2011,lexapro,63990,5,2,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
35-44,Posttraumatic Stress Syndrome,12-06-2011,lexapro,63990,5,3,3,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
13-18,Depression,12-05-2011,lexapro,63990,5,3,3,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",12
13-18,Other,12-05-2011,lexapro,63990,5,2,1,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
75 or over,Repeated Episodes of Anxiety,12-04-2011,lexapro,63990,5,4,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
45-54,Depression,08-03-2011,lexapro,63990,5,5,5,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",5
35-44,Repeated Episodes of Anxiety,12-04-2011,lexapro,63990,4,3,2,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
19-24,Repeated Episodes of Anxiety,12-02-2011,lexapro,63990,5,5,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
35-44,Panic Disorder,12-02-2011,lexapro,63990,5,5,2,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
65-74,Posttraumatic Stress Syndrome,11/29/2011,lexapro,63990,4,4,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
55-64,Depression,11/26/2011,lexapro,63990,5,1,1,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",15
45-54,Depression,11/26/2011,lexapro,63990,5,5,5,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",11
45-54,Depression,11/22/2011,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",3
75 or over,Panic Disorder,11/21/2011,lexapro,63990,4,4,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
25-34,Bipolar Depression,11/19/2011,lexapro,63990,4,4,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",3
35-44,Depression,11/18/2011,lexapro,63990,5,2,2,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",12
45-54,Repeated Episodes of Anxiety,11/18/2011,lexapro,63990,3,3,3,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
55-64,Bipolar Depression,11/18/2011,lexapro,63990,4,4,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",6
45-54,Depression,11/16/2011,lexapro,63990,5,4,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",13
13-18,Bipolar Depression,11/16/2011,lexapro,63990,3,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
35-44,Major Depressive Disorder,7/16/2011,lexapro,63990,5,4,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
45-54,Depression,7/15/2011,lexapro,63990,5,5,5,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",19
55-64,Depression,1/15/2010,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",7
45-54,Depression,1/15/2010,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",11
13-18,Depression,1/15/2010,lexapro,63990,5,2,2,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
19-24,Repeated Episodes of Anxiety,1/14/2010,lexapro,63990,5,4,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
 ,Repeated Episodes of Anxiety,1/13/2010,lexapro,63990,4,3,3, ,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
35-44,Repeated Episodes of Anxiety,1/13/2010,lexapro,63990,3,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
35-44,Repeated Episodes of Anxiety,01-12-2010,lexapro,63990,5,4,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
